State,Institution Name,Routing Numbers
Ohio,The Killbuck Savings Bank Company,041210053
Kansas,The Lyon County State Bank,101100786
Michigan,The Miners State Bank,091109253
Indiana,The National Bank of Indianapolis,074006674
Minnesota,The Northern State Bank of Gonvick,
New Jersey,The Pennsville National Bank,031201085
Pennsylvania,The Philadelphia Trust Company,036018587
Indiana,The Riddell National Bank,074902228
Michigan,The Shelby State Bank,072411708
Iowa,The State Bank of Toledo,073920780
Georgia,The Trust Bank,061206458
Minnesota,The Wanda State Bank,091209797
Utah,Thrivent Bank,075972147
Illinois,Town Center Bank,071926634
California,Tri Counties Bank,121031673
Texas,Trinity Capital Bank of Texas,111920312
Iowa,Twin Cedars Bank,
Massachusetts,UMASSFIVE COLLEGE,
Texas,UNION PACIFIC EMPLOYEES,
Illinois,UNITED EQUITY,
New Jersey,UNITED POLES,
Kentucky,UNIVERSITY OF KENTUCKY,
Pennsylvania,UPPER DARBY BELLTELCO,
Tennessee,US COMMUNITY,
California,UTILITY DISTRICT,
California,U.S.B. EMPLOYEES,
Kansas,United Bank & Trust,101115030
Minnesota,United Farmers State Bank,091211112
Pennsylvania,United Savings Bank,236073225
Utah,Utah Independent Bank,124302464
Colorado,VALLEY EDUCATORS,
California,VENTURA COUNTY,
Texas,VIDOR TEACHERS,
Pennsylvania,VISIONARY,
Minnesota,Vantage Bank,091208141
Illinois,Vermont State Bank,071127239
Virginia,Virginia National Bank,051408868
Texas,WAILUKU,
Louisiana,WASHINGTON EDUCATIONAL ASSOC,
Iowa,WCF Financial Bank,273970776
Texas,WELLSPRING,
Texas,WEST TEXAS,
Pennsylvania,WESTERN PA,
Texas,WHITE SANDS,
Pennsylvania,WILLIAMSPORT TEACHERS,
Iowa,WOLF POINT,
Oklahoma,Walters Bank and Trust Company,103103121
Wisconsin,Waukesha State Bank,075901341
Texas,Wellington State Bank,111308552
Missouri,West Plains Bank and Trust Company,081502530
California,Westamerica Bank,121140218
Tennessee,Wilson Bank and Trust,064103529
Minnesota,Woodland Bank,091215163
Texas,YANTIS,
Colorado,YUMA COUNTY,
Illinois,1NB Bank,081906505
Texas,1ST UNIVERSITY,
Michigan,AAC,
Alabama,ALABAMA,
Missouri,ALLIANCE,
North Carolina,AMERICAN PARTNERS,
Texas,ANGELINA COUNTY TEACHERS,
Pennsylvania,ASBESTOS WORKERS LOCAL 14,
Illinois,A.S.H. EMPLOYEES,
Illinois,"American Bank and Trust Company, National Association",065205031
California,American Continental Bank,122243583
Iowa,American State Bank,073917641
Illinois,Apple River State Bank,071122247
Minnesota,B2 Bank National Association,091218445
Louisiana,BOM Bank,111102114
Tennessee,B. M. H.,
Kansas,Bank of Commerce,101100692
North Carolina,Bank of Tennessee,064202705
Illinois,BankOrion,071110042
Massachusetts,Beacon Bank and Trust,
North Carolina,"Blue Ridge Bank,  National Association",051402372
Utah,C U P,
Kansas,CAMPUS,
Alabama,CCB Community Bank,062105778
Indiana,"CFBank, National Association",241272118
Illinois,CHICAGO'S BRAVEST,
Colorado,CO-NE,
Illinois,COMMONWEALTH,
Utah,COMPASSIONATE CARE,
Michigan,COUNTY - CITY,
Indiana,CS,
North Carolina,Carter Bank & Trust,051402932
Illinois,Chester National Bank,281970881
Tennessee,Citizens National Bank,064202255
California,Column National Association,121144269
Kansas,Core Bank,104001808
Pennsylvania,DEMOCRACY,
Florida,DORT FINANCIAL,
Georgia,E L C O,
Texas,EDUCATORS,
Tennessee,EPB EMPLOYEES,
Massachusetts,Eagle Bank,211371133
Kansas,Emprise Bank,101100579
Alabama,FAMILY SAVINGS,
Indiana,FINANS,
New Jersey,FIRST COMMONWEALTH,
North Carolina,FIRST NRV,
Utah,FLEXPAK,
Michigan,FORWARD FINANCIAL,
Iowa,Farmers Bank of Northern Missouri,101903336
Illinois,Farmers State Bank of Hoffman,081913556
Illinois,Fidelity Bank,051409197
Indiana,First Bank of Berne,074905474
Illinois,First Farmers Bank & Trust Co.,074911578
Iowa,First Heritage Bank,061192481
Florida,First National Bank of Coffee County,061204735
Florida,First Port City Bank,061202452
Iowa,First Security State Bank,111910160
New Jersey,Firstrust Savings Bank,236073801
Illinois,Fortress Bank,071111986
Florida,GALLUP,
Michigan,GENISYS,
California,GOLDEN VALLEY,
Michigan,GREENSBORO,
Alabama,GULF WINDS,
Oklahoma,Grand Bank,103912875
Illinois,Great Rivers Bank,081206946
Kentucky,Guardian Savings Bank,242071509
Indiana,HERITAGE,
Kansas,Hawthorn Bank,086500605
Missouri,Heritage Community Bank,081509193
Illinois,HomeBank,081225972
California,INLAND,
Illinois,I. H. MISSISSIPPI VALLEY,
Illinois,International Bank of Chicago,071006651
Alabama,JACKSON COUNTY 1ST,
Iowa,JOURNEY,
Indiana,KEMBA INDIANAPOLIS,
Tennessee,KOIN,
Colorado,Kirkpatrick Bank,103001469
Indiana,LAMPCO,
Minnesota,LATVIAN,
Louisiana,LIVINGSTON PARISH,
Missouri,LUTHERAN,
Missouri,Legends Bank,081514010
Indiana,MADISON COUNTY,
Alabama,MEAD COATED BOARD,
Illinois,MERCK SHARP & DOHME,
Kansas,MID AMERICAN,
Colorado,MNB BANK,104100783
Pennsylvania,MOUNT CARMEL BAPTIST,
Louisiana,Marion State Bank,111102075
Oklahoma,Method Bank,103109206
Missouri,Midwest Independent BankersBank,086505273
Pennsylvania,N A E,
Ohio,NEW CASTLE BELLCO,
Minnesota,National Bank of Commerce,061020375
Minnesota,Northern State Bank,091214915
Georgia,OMEGA PSI PHI FRATERNITY,
Illinois,"Old Plank Trail Community Bank, National Association",071921846
Illinois,PARK MANOR CHRISTIAN CHURCH,
Missouri,PATRIOT,
Florida,PEOPLE'S ALLIANCE,
New Jersey,POLICE & FIRE,
New Jersey,PROPONENT,
Missouri,Paramount Bank,081019117
Kentucky,People's Bank and Trust Company of Pickett County,064103105
Illinois,"Peoples National Bank , N.A.",081206807
Tennessee,Powell Valley National Bank,051403818
Illinois,Providence Bank & Trust,071926375
Pennsylvania,READING BERKS SCHOOL EMPLOYEES,
Illinois,REVITY,
Michigan,RIVERFORK,
Georgia,ROME KRAFT EMPLOYEES,
California,River City Bank,121105392
California,SAFE 1,
Illinois,SCOTT,
Michigan,SECURITY,
Indiana,SHEBOYGAN AREA,
Missouri,SMART CHOICE,
Alabama,SOUTHERN ENERGY,
Michigan,SPOJNIA,
Louisiana,ST. MARY PARISH SCHOOL EMP.,
Illinois,Sainte Marie State Bank,081215649
North Carolina,Select Bank,051409456
Florida,Southeast First National Bank,061101414
Iowa,State Savings Bank,073901961
Florida,Synchrony Bank,021213591
Georgia,TENNESSEE VALLEY,
Alabama,THE BRIDGEWAY,
Oklahoma,TINKER,
Massachusetts,TRANSPORTATION,
Minnesota,TRUSTONE FINANCIAL,
Alabama,TYNDALL,
Tennessee,The Bank of Marion,051401849
Georgia,The Commercial Bank,061110654
Indiana,The Farmers and Merchants Bank,074906211
Illinois,The Hometown Savings Bank,274971729
Kansas,The State Exchange Bank,101111681
Minnesota,Thrivent Trust Company,075972147
Iowa,Tri-Valley Bank,104919275
Tennessee,UNITED SOUTHEAST,
Ohio,USX,
California,U.P.S. EMPLOYEES,
Florida,United Southern Bank,063105285
Illinois,"VERVE, A CREDIT UNION",
Louisiana,WESLA,
Minnesota,"WNB FINANCIAL, N.A.",091900216
Michigan,"Waterford Bank, N.A.",041215854
Iowa,West Bank,073903354
Florida,YOUNG COMMUNITY,
Kansas,nbkc bank,101014869
California,AMERICAN BROADCAST EMPLOYEES,
Wisconsin,"Alerus Financial, National Association",091908700
Ohio,BAYER HERITAGE,
Oklahoma,Bank 7,101111319
Wisconsin,CATHOLIC FAMILY,
Texas,CHARTWAY,
Missouri,CITY,
Wisconsin,CONNEXUS,
Louisiana,CREDIT HUMAN,
Nebraska,Central National Bank,101101293
Pennsylvania,Citizens Savings Bank,231375151
Louisiana,Community First Bank,065205329
New Jersey,ConnectOne Bank,021205648
Pennsylvania,Customers Bank,021914078
Tennessee,EASTMAN,
Iowa,Exchange State Bank,073906801
Indiana,FINANCIAL PARTNERS,
Colorado,FNB Bank,052201938
North Carolina,First Carolina Bank,053112408
Tennessee,First Commerce Bank,064108799
Illinois,First Independence Bank,072001079
Tennessee,First US Bank,051405803
Virginia,"Fulton Bank, National Association",031100461
Alabama,GUARDIAN,262276410
Massachusetts,HANSCOM,
Tennessee,HORIZON,
Illinois,Heartland Bank and Trust Company,071104427
Missouri,INTERFAITH,
Missouri,JM ASSOCIATES,
Missouri,Legacy Bank & Trust Company,081511631
Nebraska,MEMBERS 1ST,
Texas,MERIWEST,
Illinois,Midwest Bank,071124902
Michigan,NOTRE DAME,
Florida,Old Dominion National Bank,051409414
Florida,PENAIR,
Tennessee,Paragon Bank,084008947
Louisiana,Planters Bank & Trust Company,084206176
Wisconsin,R.I.A.,
Pennsylvania,SERVICE 1ST,
Georgia,STAR FINANCIAL,
Wisconsin,SUMMIT,
Illinois,Security Savings Bank,271172644
Missouri,Sterling Bank,081518197
Utah,Sunwest Bank,122228003
Kansas,TRUITY,
Michigan,The Farmers & Merchants State Bank,075907099
Texas,The First Security Bank,082901774
Kansas,UNITY ONE,
Nebraska,VERIDIAN,
California,Wallis Bank,113113392
New Jersey,"Wilmington Savings Fund Society, FSB",031100924
Florida,"BankUnited, National Association",026014588
Ohio,CAMPBELL,236077658
North Carolina,"Capital Bank, National Association",053112806
Iowa,Cornerstone Bank,273970941
Texas,EVEREST,
California,"EverBank, National Association",063092110
Indiana,FAMILY FIRST,
Illinois,FIRST COMMUNITY,281081877
Minnesota,Fidelity Bank & Trust,071112684
North Carolina,First National Bank of Pennsylvania,031301053
Minnesota,First State Bank and Trust,091911551
Illinois,HEARTLAND,271189446
Tennessee,HomeTrust Bank,053208147
California,Legacy Bank,073913836
Virginia,MARINE,253174893
Florida,METRO,
Illinois,Millennium Bank,071926731
Georgia,PromiseOne Bank,061121180
Massachusetts,Safra National Bank of New York,026003023
Illinois,State Street Bank and Trust Company,081200528
Kansas,The First State Bank,101102768
New Jersey,TrustCo Bank,021300912
Colorado,Union Bank and Trust Company,064105666
Illinois,"United Fidelity Bank, fsb",021606690
California,"Zions Bancorporation, N.A.",011201762
Minnesota,Alliance Bank,091901215
Kansas,"BOKF, National Association",082901392
Louisiana,CHEVRON,321075947
New Jersey,"Capital One, National Association",021200407
Georgia,Citizens Community Bank,061209552
Illinois,EMPEOPLE,271186423
Indiana,EVERENCE,031389237
Kansas,FARMERS INSURANCE,322077795
Colorado,FIRST TECHNOLOGY,321180379
Illinois,First American Bank,067015928
Iowa,"First Mid Bank & Trust, National Association",071102076
Iowa,Flanagan State Bank,071118264
Florida,"HSBC Bank USA, National Association",021001088
Indiana,NATIONAL POLICE,271078146
Georgia,PCB Bank,122043602
Ohio,Peoples State Bank,063114425
Florida,Renasant Bank,061103276
Massachusetts,"Santander Bank, N.A.",011401135
Georgia,Shinhan Bank America,026011963
Colorado,"Sunflower Bank, National Association",101100621
Georgia,TIB National Association,111010170
Florida,U S POSTAL SERVICE,254075441
Minnesota,ALTRA,291881216
Wisconsin,"Associated Bank, National Association",075000941
New Jersey,Cathay Bank,011001962
Iowa,Citizens State Bank,073907952
Wisconsin,ENT,
Massachusetts,"First American Trust, FSB",122241255
Florida,Gulf Coast Bank and Trust Company,265070435
Ohio,"Magnolia Bank, Incorporated",083906888
Missouri,NBH Bank,101000789
Indiana,Republic Bank & Trust Company,042287027
Virginia,ServisFirst Bank,061121122
Kentucky,The Peoples Bank,042107424
California,Valley National Bank,021201383
Tennessee,"WesBanco Bank, Inc.",042202219
Georgia,Austin Capital Bank SSB,114994031
Tennessee,Bank OZK,026013291
Georgia,CREDIT UNION 1,271188081
California,City National Bank,026013958
Missouri,Commercial Bank,081006201
Texas,Community Bank,111901959
Indiana,First Financial Bank,041203811
Nebraska,First National Bank of Omaha,071902629
Georgia,Hanmi Bank,061106150
California,SELF-HELP,322273696
Georgia,"SouthState Bank, National Association",051408907
Virginia,"TD Bank, National Association",011103093
Missouri,UNITED,281581063
Pennsylvania,United Bank,011110633
Florida,Busey Bank,071100117
Indiana,Community State Bank,074906800
Virginia,NORTHROP GRUMMAN,322276088
Florida,Commerce Bank,071100010
Georgia,First Horizon Bank,061120152
Indiana,First National Bank,074907126
New Jersey,"Flagstar Bank, National Association",065203648
Missouri,Liberty Bank and Trust Company,065002108
Tennessee,Old National Bank,072413638
Virginia,PENTAGON,256078446
California,CIBC National Trust Company,071006486
Alabama,COMMUNITYAMERICA,301081508
California,"Citizens Bank, National Association",011001331
Georgia,First Community Bank,043308277
California,TOGETHER,281082915
Alabama,United Community Bank,053105059
California,AMERICAN AIRLINES,311992904
Texas,AMERICAN AIRLINES,311992904
Pennsylvania,"BNY Mellon, National Association",031300821
Ohio,Farmers State Bank,042210722
Ohio,First State Bank,051502528
Minnesota,BAXTER,271992400
Kansas,First Bank,101102438
Georgia,Truist Bank,031204710
California,"UMB Bank, National Association",111015748
Utah,"UMB Bank, National Association",111015748
Louisiana,Peoples Bank,041001013
Georgia,Regions Bank,051009296
Utah,Regions Bank,051009296
Ohio,Woodforest National Bank,044115809
Kansas,BMO Bank National Association,063113727
Florida,First-Citizens Bank & Trust Company,031207856
Virginia,First-Citizens Bank & Trust Company,031207856
Missouri,Pinnacle Bank,042101886
Illinois,The Northern Trust Company,066009650
Alabama,The Huntington National Bank,041000153
Missouri,The Huntington National Bank,041000153
Georgia,U.S. Bank National Association,011501747
Ohio,U.S. Bank National Association,011501747
Illinois,NAVY FEDERAL CREDIT UNION,256074974
Ohio,NAVY FEDERAL CREDIT UNION,256074974
Georgia,"PNC Bank, National Association",021200575
North Carolina,"PNC Bank, National Association",067012057
Florida,Bank of England,082902139
California,"Wells Fargo Bank, National Association",026073079
Missouri,"Wells Fargo Bank, National Association",026073079
Wisconsin,"Wells Fargo Bank, National Association",026073079
Massachusetts,"Bank of America, National Association",011000138
Pennsylvania,"Bank of America, National Association",011000138
Illinois,"JPMorgan Chase Bank, National Association",021000021
Nebraska,"JPMorgan Chase Bank, National Association",021000021
Virginia,"JPMorgan Chase Bank, National Association",021000021
California,1ST UNITED,
Illinois,2 RIVERS AREA,
Illinois,77TH STREET DEPOT,
Florida,ACHIEVA CREDIT UNION,
Michigan,ADVENTURE,
Georgia,AFLAC,
Alabama,ALABAMA STATE EMPLOYEES,
Louisiana,ALEXANDRIA MUNICIPAL EMPLOYEES,
Illinois,ALLIANT,
Texas,ALPINE COMMUNITY,
Michigan,AMERICAN 1,
California,ANTIOCH COMMUNITY,
North Carolina,ARCADE,
Wisconsin,ARKANSAS EDUCATION ASSOCIATION,
Ohio,ASHLAND COMMUNITY,
New Jersey,ATLANTIC CITY ELECTRIC CO EMP,
Ohio,AURGROUP,
Oklahoma,AVB Bank,103102892
Tennessee,A.U.B. EMPLOYEES',
Colorado,Alamosa State Bank,102100853
Alabama,AmeriFirst Bank,062104274
Illinois,American Community Bank & Trust,071926045
Illinois,American Metro Bank,071025645
Pennsylvania,Ameriserv Financial Bank,031301066
Tennessee,Apex Bank,064208725
Texas,Arrowhead Bank,114920526
Alabama,AuburnBank,062202574
New Jersey,B-M S,
Florida,BAPTIST HEALTH SOUTH FLORIDA,
New Jersey,BAY ATLANTIC,
Louisiana,BAYOU COMMUNITY,
Texas,BEAUMONT COMMUNITY,
Massachusetts,BELMONT MUNICIPAL,
Illinois,BETHEL A.M.E. CHURCH,
Illinois,BLACKHAWK AREA,
Florida,BLUE COAST,
California,BOPTI,
Pennsylvania,BRADFORD AREA,
Wisconsin,BREWERY,
Virginia,BRONCO,
Ohio,BSE,
Missouri,BURLINGTON NORTHTOWN COMMUNITY,
California,Balboa Thrift and Loan Association,322284928
Wisconsin,Bank Five Nine,075902421
Illinois,Bank & Trust Company,081903537
Pennsylvania,Bank of Bird-in-Hand,031319320
Florida,Bank of Central Florida,063116261
Tennessee,Bank of Crockett,084303231
Nebraska,Bank of Elgin,104113327
Kansas,Bank of Greeley,101108526
Kansas,Bank of Holyrood,101108762
Nebraska,Bank of Lindsay,104113835
Wisconsin,Bank of Milton,075906087
Illinois,Bank of Pontiac,071119506
California,Bank of Stockton,121101037
Oklahoma,Bank of Western Oklahoma,103101602
Kentucky,"Bank of the Mountains, Inc.",
Alabama,BankFirst Financial Services,065304369
Massachusetts,Bankesb,
Wisconsin,Bay Bank,075912770
Kentucky,Bedford Loan & Deposit Bank,083904314
Missouri,Blue Ridge Bank and Trust Co.,101001364
Iowa,Boone Bank & Trust Co.,
Pennsylvania,Brentwood Bank,243373112
Nebraska,Brunswick State Bank,104106716
Kansas,C & R,
Texas,CAL-COM,
California,CALIFORNIA,
Colorado,CANVAS,
Kentucky,CARO,
Illinois,CBI,
Texas,CENTEX CITIZENS,
Indiana,CENTRAL SOYA,
Pennsylvania,CFSBANK,243373170
Tennessee,CHATTANOOGA FEDERAL EMPLOYEES,
Massachusetts,CHEYENNE-LARAMIE COUNTY EMPLOYEES,
Texas,CHOCOLATE BAYOU COMMUNITY,
Ohio,CINCINNATI HEALTHCARE ASSOCIATES,
Texas,CITY OF DEER PARK,
Colorado,CLEAN ENERGY,
Pennsylvania,CMC-FCPI EMPLOYEES,
Texas,COASTAL COMMUNITY,
Georgia,COFFEE COUNTY TEACHERS,
California,COLUMBUS CLUB,
Pennsylvania,COMMUNITY CONNECT,
Texas,COMMUNITY SERVICE,
California,COMUNIDAD LATINA,
Missouri,CONSERVATION EMPLOYEES,
Alabama,COOSA PINES,
Illinois,CORNERSTONE,
Kentucky,COVE,
Colorado,"CREDIT UNION OF COLORADO, A",
Oklahoma,CREDIT UNION ONE OF OKLAHOMA,
Missouri,CS Bank,082904726
California,CalPrivate Bank,122244029
Massachusetts,Canton Co-operative Bank,
Missouri,"Carroll County Trust Company of Carrollton, Missouri",101915764
Texas,Castroville State Bank,114923439
Utah,Celtic Bank,124084805
Pennsylvania,Central Penn Bank & Trust,031309686
Colorado,Century Savings and Loan Association,302170476
Texas,Charles Schwab Trust Bank,111994416
Wisconsin,Chippewa Valley Bank,091509468
Oklahoma,Citizens Bank and Trust Company of Ardmore,103102274
Missouri,Citizens Bank of Eldon,081503380
Kentucky,Citizens Guaranty Bank,042101475
Kansas,Citizens State Bank and Trust Company,101101976
Alabama,"Citizens' Bank, Inc.",065103243
Illinois,Clay County State Bank,081209985
Georgia,Coastal States Bank,053208105
Nebraska,Columbus Bank and Trust Company,104913284
Texas,"Commercial Bank of Texas, National Association",111907102
Minnesota,Community Bank Owatonna,091917254
Missouri,Community Bank of Memphis,081518333
Georgia,Community Banking Company,
Illinois,Community National Bank in Monmouth,071108290
Illinois,Community State Bank of Rock Falls,
Wisconsin,Conservation First Bank,075904513
Minnesota,Cornerstone State Bank,091905059
Pennsylvania,County Savings Bank,231372329
Texas,Crowell State Bank,111306088
Texas,"Cypress Bank, SSB",311974032
Ohio,DAY-MET,
Texas,DEL RIO S.P.,
Louisiana,DEPARTMENT OF CORRECTIONS,
Utah,DESERTVIEW,
Pennsylvania,DISCOVERY,
Missouri,DIVISION #6 HIGHWAY,
Ohio,DOVER-PHILA,
Iowa,DUBUQUE POSTAL EMPLOYEES,
Utah,D. L. Evans Bank,124103582
Illinois,DeWitt Savings Bank,271171616
Iowa,Denver Savings Bank,073912837
Minnesota,Drake Bank,096017230
Louisiana,EAGLE LOUISIANA,
Texas,EAST TEXAS PROFESSIONAL,
Texas,EDINBURG TEACHERS,
Florida,EDUCATIONAL,
Louisiana,ELECTRICAL WORKERS LOCAL 130,
New Jersey,ELIZABETH POLICE DEPARTMENT E,
Missouri,EMERALD CREDIT ASSOCIATION,
Indiana,ENERGY PLUS,
Pennsylvania,ERIE CITY EMPLOYEES,
Wisconsin,EVERGREEN,
Iowa,Earlham Savings Bank,073921158
Florida,Edison National Bank,067014301
Georgia,Embassy National Bank,061120903
Illinois,Eureka Savings Bank,271972310
Louisiana,"Exchange Bank and Trust Company, Natchitoches, Louisiana",
Minnesota,FAIRMONT SCHOOL EMPLOYEES,
Kansas,FARMWAY,
Alabama,FEDMONT,
Illinois,FIELDSTONE,
Virginia,FIRST BAPTIST CHURCH OF VIENNA (VA),
California,FIRST CITY,
Missouri,FIRST MISSOURI,
Louisiana,FIRST PIONEERS,
Texas,FIRSTLIGHT,
Florida,FLORIDA WEST COAST,
Illinois,FNBC Bank & Trust,071903929
Pennsylvania,FORGE,
Colorado,FORT MORGAN SCHOOLS,
California,FOUNTAIN VALLEY,
Pennsylvania,FRANKLIN REGIONAL SCHOOLS,
Pennsylvania,FRICK FINANCIAL,
Virginia,FVCbank,056009505
Massachusetts,Fall River Five Cents Savings Bank,
Colorado,Farmers State Bank of Calhan,102103562
Virginia,Farmers & Merchants Bank of Craig County,051405395
Missouri,Farmers and Merchants Bank of St. Clair,081914131
Wisconsin,Farmers and Merchants Union Bank,075902670
Louisiana,Fifth District Savings Bank,
Minnesota,First Bank Elk River,091903844
Ohio,First Bank of Central Ohio,044015967
Oklahoma,First Bethany Bank & Trust,103009160
Florida,First Colony Bank of Florida,063116504
California,First Credit Bank,122237599
Tennessee,First Farmers and Merchants Bank,064108113
Illinois,First Federal Savings Bank of Champaign Urbana,
Georgia,First Federal Savings and Loan Association of Valdosta,
Iowa,First Iowa State Bank,073901903
Minnesota,First National Bank Minnesota,091901338
Louisiana,First National Bank in DeRidder,
Michigan,First National Bank of America,072412435
Texas,First National Bank of Hereford,111324293
Texas,First National Bank of South Padre Island,114912479
Nebraska,First Northeast Bank of Nebraska,104902949
North Carolina,First Savings and Loan Association,
Colorado,First Southwest Bank,102107034
Texas,"First State Bank of Ben Wheeler, Texas",111909443
Michigan,First State Bank of Michigan,
Texas,First State Bank of Uvalde,114902405
Iowa,First Trust and Savings Bank,073921213
Florida,FirstBank Puerto Rico,021502354
Colorado,FlatIrons Bank,107006839
Illinois,Forest Park National Bank and Trust Company,071921668
Louisiana,Franklin State Bank & Trust Company,111101319
Texas,Frontier Bank of Texas,114925547
Illinois,GALE,
Illinois,GAS AND ELECTRIC,
Georgia,GEOVISTA,
Pennsylvania,GLASS CAP,
Michigan,GOGEBIC COUNTY,
Ohio,GORMAN-RUPP & ASSOCIATES,
Colorado,GRAND JUNCTION,
New Jersey,GREATER ALLIANCE,
North Carolina,GREATER KINSTON,
Oklahoma,GREEN COUNTRY,
Florida,GTE,
Pennsylvania,G.A.P.,
Minnesota,Glenwood State Bank (Incorporated),
Kansas,Goppert State Service Bank,101102221
Minnesota,Grand Timber Bank,091216780
Iowa,GreatAmerica Bank National Association,
Pennsylvania,Greenville Savings Bank,243373332
Florida,Gulf Atlantic Bank,067016972
Texas,HALE COUNTY TEACHERS,
Georgia,HARRIS EMPLOYEES,
California,HAVEN,
Illinois,HEALTHCARE ASSOCIATES,
Texas,HEART O' TEXAS,
Texas,HERITAGE HUB,
Pennsylvania,HIDDEN RIVER,
Tennessee,HIWASSEE RIVER,
Wisconsin,HOLY REDEEMER COMMUNITY OF SE WIS.,
Michigan,HONOR,
Texas,HOUSTON POLICE,
Kansas,HUTCHINSON GOVERNMENT EMPLOYEES,
Illinois,Hartsburg State Bank,071113434
Nebraska,Henderson State Bank,104913530
Iowa,Hiawatha Bank and Trust Company,073922607
Iowa,Hills Bank and Trust Company,073913755
Louisiana,Home Federal Bank,311170276
Missouri,HomePride Bank,081507234
Minnesota,Hometown Community Bank,091207058
Michigan,Huron Community Bank,072403994
Illinois,IAA,
Illinois,ILLINOIS EDUCATORS,
Indiana,INDIANA LAKES,
Virginia,INLAND MOTOR EMPLOYEES,
Michigan,INTEGRA FIRST,
Wisconsin,IRON COUNTY COMMUNITY,
Iowa,ITS Bank,
Colorado,InBank,
Massachusetts,Institution for Savings in Newburyport and Its Vicinity,
Missouri,Investors Community Bank,301271512
Illinois,Iroquois Farmers State Bank,071113751
Texas,JAFARI NO-INTEREST,
New Jersey,JERSEY CENTRAL,
Missouri,JOPLIN METRO,
Missouri,Jonesburg State Bank,081516940
Illinois,KANKAKEE FEDERATION OF TEACHERS,
Tennessee,KELLOGG MEMPHIS EMPLOYEES,
Texas,KERR COUNTY,
Pennsylvania,KINZUA,
Virginia,KRAFTSMAN,
Kansas,Kendall Bank,
Pennsylvania,Kish Bank,031310552
Louisiana,LA TERRE,
Ohio,LAKEVIEW,
California,LASSEN COUNTY,
Missouri,LEADCO COMMUNITY,
Pennsylvania,LEHIGH VALLEY EDUCATORS,
Massachusetts,LIBERTY BAY,
New Jersey,LINDEN NJ POLICE & FIREMEN,
Texas,LOCAL 20 IBEW,
Kansas,LOCAL UNION 1186 IBEW,
Louisiana,LOUISIANA CENTRAL,
New Jersey,L'OREAL USA,
Wisconsin,Lake Ridge Bank,075904953
Oklahoma,Latimer State Bank,103102300
Iowa,Leighton State Bank,073907389
North Carolina,LifeStore Bank,253171676
Indiana,Logansport Savings Bank,274970610
Iowa,Luana Savings Bank,073914356
Wisconsin,MADISON FIRE DEPARTMENT,
Wisconsin,MARATHON COUNTY EMPLOYEES,
Alabama,MARVEL CITY,
Illinois,MATERNITY B.V.M.,
North Carolina,MCDOWELL CORNERSTONE,
Illinois,MEA,
Indiana,MEMBERS ADVANTAGE,
Indiana,MEMBERS SOURCE,
Tennessee,MEMPHIS CITY EMPLOYEES,
Alabama,MERIDIAN MUTUAL,
Massachusetts,METHUEN,
Massachusetts,METROWEST COMMUNITY,
Michigan,MICHIGAN LEGACY,
Texas,MID-TEX,
Ohio,MIDWEST COMMUNITY,
Ohio,MINERVA AREA,
Wisconsin,MISSISSIPPI PUBLIC EMPLOYEES,
Louisiana,MONTELL,
Louisiana,MORGAN CITY,
Indiana,MT ZION INDIANAPOLIS,
Texas,MUSICIANS,
Massachusetts,MYCOM,
Oklahoma,Mabrey Bank,103101084
Florida,Mainstreet Community Bank of Florida,
Alabama,Marion Community Bank,062201630
Illinois,Mason City National Bank,071121772
Oklahoma,McClain Bank,103111618
Michigan,Mercantile Bank,081200531
Minnesota,MidCountry Bank,291970033
Utah,Milestone Bank,031919209
Minnesota,"Minnesota First Credit and Savings, Incorporated",091971627
Ohio,Monroe Federal Savings and Loan Association,242272861
California,Murphy Bank,321181501
Texas,NAFT,
Texas,NAVARRO,
Texas,NEIMAN MARCUS GROUP EMPLOYEES,
Pennsylvania,NEW DIRECTIONS COMMUNITY,
New Jersey,NEW JERSEY STATE PBA,
New Jersey,NEWARK POLICE,
Kansas,NINNESCAH VALLEY BANK,101114277
North Carolina,NORTH CAROLINA COMMUNITY,
Nebraska,NORTH PLATTE UNION PACIFIC EMPLOYEE,
Missouri,NORTHEAST REGIONAL,
Virginia,"NORTHERN STAR CREDIT UNION, INC.",
Wisconsin,NORTHWESTERN MUTUAL,
California,NOVO,
New Jersey,N. J. LATVIAN,
Kansas,National Advisors Trust Company,101059659
Nebraska,Nebraskaland Bank,104913970
Minnesota,New Market Bank,091908726
Texas,NexBank,311973208
Texas,North Dallas Bank & Trust Co.,111000960
Georgia,Northeast Georgia Bank,061103030
Wisconsin,Northwestern Bank,091801234
Florida,OCALA COMMUNITY,
Oklahoma,OK MEMBERS FIRST,
Kentucky,OLD KENTUCKY HOME,
Michigan,OMNI COMMUNITY,
Louisiana,ONPATH,
Louisiana,ORLEANS PARISH SHERIFF'S,
Louisiana,OUACHITA VALLEY,
Wisconsin,Oak Bank,075917924
Oklahoma,Oklahoma Capital Bank,103101013
Utah,"Optum Bank, Inc.",051500520
Texas,Ozona Bank,111312182
Ohio,PAINESVILLE CREDIT UNION,
Texas,PARIS DISTRICT,
Texas,PASADENA MUNICIPAL,
Texas,PBA,
Pennsylvania,PENLANCO,
Michigan,PEOPLE DRIVEN,
Michigan,PFCU,
Ohio,PILLAR,
Pennsylvania,PITTSBURGH FIREFIGHTERS',
Texas,POINTWEST BANK,111905133
